
bn3 = 0

4952   31941  46137  55345  63432  70342  81777  94246  107916 118431 
24494  41634  51399  61233  70334  77870  89988  103852 118431 130316 




FIDEL 




366.	140.	0.	0.	0.	0.	0.	0.	0.	0.  
140.	1024. 	361. 	0. 	0. 	0. 	0. 	0. 	0. 	0.  
0. 	361. 	2230. 	684. 	0. 	0. 	0. 	0. 	0. 	0.  
0. 	0. 	684. 	3886. 	1240.	0. 	0. 	0. 	0. 	0.  
0. 	0. 	0. 	1240. 	6268. 	1733. 	0. 	0. 	0. 	0.  
0. 	0. 	0. 	0. 	1733. 	8690. 	2504. 	0. 	0. 	0.  
0. 	0. 	0. 	0. 	0. 	2504. 	12690.	3462. 	0. 	0.  
0. 	0. 	0. 	0. 	0. 	0. 	3462. 	16652.	4754.	0.  
0. 	0. 	0.	0. 	0. 	0. 	0. 	4754. 	22118.	5688.  
0. 	0. 	0. 	0. 	0. 	0. 	0. 	0. 	5688.	27090.  

